CheckpointID,SimulationID,Zone,Date,Year,DOY,StageName,Stage,SimSowDate,SimMatDate,SimHarvestDate,Rain,Radn,MaxT,MeanT,MinT,ThermalTime,AccEmTT,SoilTemp,PAWmm,NH4,NO3,Urea,OrganicC,Yieldkgha,NutrientStress,TempStress,WaterStress,Result,SimulationName,ID
1,1,Field,2019-05-03 12:00:00,2019,123,,1,NA,NA,NA,0,23.38445472717285,15.59000015258789,8.635000050067902,1.6799999475479126,4.797222250037724,0,20.44534124162646,357.52008306698485,1.91553458864805,20.610556212198343,0,78929.5264165864,0,0.3,0.5875000144754137,1,NA,Simulation,88
1,1,Field,2019-05-04 12:00:00,2019,124,,1,NA,NA,NA,0,25.740041732788086,20.889999389648438,12.194999694824219,3.5,6.980467377811009,0,19.4869947985592,354.2976906937872,1.8180060642962743,20.746454037075065,0,78928.79940176703,0,0.3,1,1,NA,Simulation,88
1,1,Field,2019-05-05 12:00:00,2019,125,,1,NA,NA,NA,8.75,18.18004608154297,24.610000610351563,16.52500009536743,8.4399995803833,9.97138258987003,0,18.68409015831375,359.53073155677697,1.781281825198518,20.87931079000053,0,78939.69433936344,0,0.3,1,1,NA,Simulation,88
1,1,Field,2019-05-06 12:00:00,2019,126,,1,NA,NA,NA,3.930000066757202,12.396824836730957,17.93000030517578,13.539999961853027,9.149999618530273,7.522222201029461,0,18.2179764382243,361.2300149707465,1.7421470553646001,20.99640527175495,0,78944.48590014962,0,0.3,1,1,NA,Simulation,88
1,1,Field,2019-05-07 12:00:00,2019,127,,1,NA,NA,NA,8.25,12.878954887390137,16.479999542236328,12.014999866485596,7.550000190734863,6.674999925825331,0,17.78080302434649,367.2255301899977,1.6989271841189546,21.099070499758948,0,78947.56462116905,0,0.3,0.8924999577658517,1,NA,Simulation,88
1,1,Field,2019-05-08 12:00:00,2019,128,,1,NA,NA,NA,14.170000076293945,15.407155990600586,17.100000381469727,11.650000095367432,6.199999809265137,6.472222275204129,0,17.317108165305193,378.4220136577682,1.647335160529391,21.1901498109801,0,78951.05765751687,0,0.3,0.9107143197740827,1,NA,Simulation,88
1,1,Field,2019-05-09 12:00:00,2019,129,,1,NA,NA,NA,0,16.42291259765625,10.520000457763672,6.6300002336502075,2.740000009536743,3.6833334631390047,0,16.8513115463018,375.9366697881818,1.5963475875784912,21.269561059287692,0,78949.2291272862,0,0.3,0.08214290652956281,1,NA,Simulation,88
1,1,Field,2019-05-10 12:00:00,2019,130,,1,NA,NA,NA,0,24.907264709472656,16.670000076293945,9.425000071525574,2.180000066757202,5.236111150847542,0,16.226967590084737,371.64871661693746,1.5605249497000775,21.341661931330226,0,78948.53299108981,0,0.3,0.7210714391299656,1,NA,Simulation,88
1,1,Field,2019-05-11 12:00:00,2019,131,,1,NA,NA,NA,3.319999933242798,13.16222858428955,13.100000381469727,8.800000190734863,4.5,4.888888994852701,0,15.6918661449009,372.6327057465958,1.5271646282232538,21.40936458351868,0,78947.80238960215,0,0.3,0.4214286123003278,1,NA,Simulation,88
1,1,Field,2019-05-12 12:00:00,2019,132,,1,NA,NA,NA,2.1700000762939453,11.186169624328613,12.569999694824219,8.999999761581421,5.429999828338623,4.999999867545235,0,15.211525903805727,372.6838890268223,1.4974872993292117,21.472320592350496,0,78947.39008713781,0,0.3,0.39785710402897423,1,NA,Simulation,88
1,1,Field,2019-05-13 12:00:00,2019,133,,1,NA,NA,NA,5.079999923706055,19.986478805541992,18.399999618530273,10.079999804496765,1.7599999904632568,5.5999998913870925,0,14.78897301228658,373.9213992712005,1.4776244468465003,21.53232267640133,0,78949.07580224746,0,0.3,0.891428530216217,1,NA,Simulation,88
1,1,Field,2019-05-14 12:00:00,2019,134,,1,NA,NA,NA,18.190000534057617,18.181682586669922,19.399999618530273,12.404999732971191,5.409999847412109,6.9541885330094235,0,14.560502547861194,387.18220821439,1.454583810549738,21.583518695960635,0,78953.74005318782,0,0.3,1,1,NA,Simulation,88
1,1,Field,2019-05-15 12:00:00,2019,135,,1,NA,NA,NA,0,26.851137161254883,24.899999618530273,16.119999885559082,7.340000152587891,9.76776932756106,0,14.53521505473296,382.6488225999272,1.4515971163884773,21.64159640537667,0,78959.1123931317,0,0.3,1,1,NA,Simulation,88
1,1,Field,2019-05-16 12:00:00,2019,136,,1,NA,NA,NA,12.789999961853027,20.543317794799805,32.18000030517578,21.71500015258789,11.25,14.42285361872779,0,14.851065335104348,389.8806170832395,1.4663451278309545,21.70890719909691,0,78973.2249195086,0,0.3,1,1,NA,Simulation,88
1,1,Field,2019-05-17 12:00:00,2019,137,,1,NA,NA,NA,9.1899995803833,10.788516998291016,22.520000457763672,18.90000009536743,15.279999732971191,11.209036236537827,0,15.417877834857473,395.9066971167473,1.4799371141687576,21.755080114926127,0,78984.04250572012,0,0.3,1,1,NA,Simulation,88
1,1,Field,2019-05-18 12:00:00,2019,138,,1,NA,NA,NA,22.600000381469727,16.196346282958984,26.75,20.59999990463257,14.449999809265137,12.946520765953593,0,15.882778422374093,411.0822580311876,1.4658000437397587,21.823146911243708,0,78995.1478424299,0,0.3,1,1,NA,Simulation,88
1,1,Field,2019-05-19 12:00:00,2019,139,,1,NA,NA,NA,5.159999847412109,7.238499164581299,14.40999984741211,12.239999771118164,10.069999694824219,6.799999872843425,0,16.27270937948169,413.6289067742995,1.4328471011981962,21.857920597705245,0,78997.06318869216,0,0.3,0.760714258466448,1,NA,Simulation,88
1,1,Field,2019-05-20 12:00:00,2019,140,,1,NA,NA,NA,2.240000009536743,15.795754432678223,14.289999961853027,9.315000057220459,4.340000152587891,5.175000031789144,0,16.18702203974416,411.5829727950412,1.399560051788571,21.88060001283272,0,78996.8477700344,0,0.3,0.5432142870766775,1,NA,Simulation,88
1,1,Field,2019-05-21 12:00:00,2019,141,,1,NA,NA,NA,21.049999237060547,13.298394203186035,13.579999923706055,9.75,5.920000076293945,5.416666666666667,0,15.841552997203785,426.1123017790239,1.3628531030807214,21.870438737395354,0,78997.58943581917,0,0.3,0.523571423121861,1,NA,Simulation,88
