CheckpointID,SimulationID,Zone,Date,Year,DOY,StageName,Stage,SimSowDate,SimMatDate,SimHarvestDate,Rain,Radn,MaxT,MeanT,MinT,ThermalTime,AccEmTT,Yieldkgha,FracGrowthRate,NutrientStress,TempStress,WaterStress,Result,SimulationName,ID
1,1,Field,2019-05-03 12:00:00,2019,123,,1,NA,NA,NA,1.5299999713897705,13.10972785949707,15.59000015258789,12.474999904632568,9.359999656677246,2.5262086068034173,0,0,0,1,0.24749999046325685,1,NA,Simulation,32
1,1,Field,2019-05-04 12:00:00,2019,124,,1,NA,NA,NA,0,23.933847427368164,21.65999984741211,14.649999856948853,7.639999866485596,4.995175640660524,0,0,0,1,0.46499998569488527,1,NA,Simulation,32
1,1,Field,2019-05-05 12:00:00,2019,125,,1,NA,NA,NA,0.550000011920929,25.366039276123047,24.709999084472656,16.609999656677246,8.510000228881836,6.700163384854793,0,0,0,1,0.6609999656677247,1,NA,Simulation,32
1,1,Field,2019-05-06 12:00:00,2019,126,,1,NA,NA,NA,51.880001068115234,17.87122344970703,25.790000915527344,18.55000066757202,11.3100004196167,8.550000667572023,0,0,0,1,0.8550000667572022,1,NA,Simulation,32
1,1,Field,2019-05-07 12:00:00,2019,127,,1,NA,NA,NA,18.770000457763672,10.901422500610352,21.219999313354492,17.614999771118164,14.010000228881836,7.614999771118166,0,0,0,1,0.7614999771118165,1,NA,Simulation,32
1,1,Field,2019-05-08 12:00:00,2019,128,,1,NA,NA,NA,4.920000076293945,11.690577507019043,21.299999237060547,17.50499963760376,13.710000038146973,7.50499963760376,0,0,0,1,0.750499963760376,1,NA,Simulation,32
1,1,Field,2019-05-09 12:00:00,2019,129,,1,NA,NA,NA,0,8.164118766784668,10.75,9.069999933242798,7.389999866485596,0.13722599800229074,0,0,0,1,0,1,NA,Simulation,32
1,1,Field,2019-05-10 12:00:00,2019,130,,1,NA,NA,NA,0.7099999785423279,24.106151580810547,16.190000534057617,10.115000247955322,4.039999961853027,1.9486477130413058,0,0,0,1,0.011500024795532228,1,NA,Simulation,32
1,1,Field,2019-05-11 12:00:00,2019,131,,1,NA,NA,NA,5.289999961853027,14.346917152404785,14.970000267028809,10.59000015258789,6.210000038146973,1.6584941119194032,0,0,0,1,0.05900001525878906,1,NA,Simulation,32
1,1,Field,2019-05-12 12:00:00,2019,132,,1,NA,NA,NA,0,21.965320587158203,19,13.644999980926514,8.289999961853027,3.885476614797115,0,0,0,1,0.3644999980926514,1,NA,Simulation,32
1,1,Field,2019-05-13 12:00:00,2019,133,,1,NA,NA,NA,0,26.550891876220703,22.3799991607666,14.704999685287476,7.03000020980835,5.179450276154279,0,0,0,1,0.4704999685287476,1,NA,Simulation,32
1,1,Field,2019-05-14 12:00:00,2019,134,,1,NA,NA,NA,0,28.182979583740234,28.389999389648438,18.484999656677246,8.579999923706055,8.54500160688162,0,0,0,1,0.8484999656677247,1,NA,Simulation,32
1,1,Field,2019-05-15 12:00:00,2019,135,,1,NA,NA,NA,0,25.46986961364746,28.8700008392334,21.195000648498535,13.520000457763672,11.195000648498535,0,0,0,1,1,1,NA,Simulation,32
1,1,Field,2019-05-16 12:00:00,2019,136,,1,NA,NA,NA,0,23.76818084716797,31.260000228881836,24.295000076293945,17.329999923706055,13.975282793331145,0,0,0,1,1,1,NA,Simulation,32
1,1,Field,2019-05-17 12:00:00,2019,137,,1,NA,NA,NA,0,18.94902229309082,28.899999618530273,24.0649995803833,19.229999542236328,14.064999580383303,0,0,0,1,1,1,NA,Simulation,32
1,1,Field,2019-05-18 12:00:00,2019,138,,1,NA,NA,NA,50.47999954223633,6.901798725128174,20.549999237060547,18.574999809265137,16.600000381469727,8.574999809265137,0,0,0,1,0.8574999809265137,1,NA,Simulation,32
1,1,Field,2019-05-19 12:00:00,2019,139,,1,NA,NA,NA,0,14.621367454528809,19.079999923706055,15.96500015258789,12.850000381469727,5.9650001525878915,0,0,0,1,0.596500015258789,1,NA,Simulation,32
1,1,Field,2019-05-20 12:00:00,2019,140,,1,NA,NA,NA,86.7300033569336,11.753870964050293,14.460000038146973,11.34000015258789,8.220000267028809,1.7276750627160071,0,0,0,1,0.13400001525878907,1,NA,Simulation,32
1,1,Field,2019-05-21 12:00:00,2019,141,,1,NA,NA,NA,34.400001525878906,19.276050567626953,21.3799991607666,15.154999732971191,8.930000305175781,5.214905639111997,0,0,0,1,0.5154999732971192,1,NA,Simulation,32
1,1,Field,2019-05-22 12:00:00,2019,142,,1,NA,NA,NA,6.269999980926514,19.20431900024414,23.149999618530273,16.804999828338623,10.460000038146973,6.804999828338623,0,0,0,1,0.6804999828338624,1,NA,Simulation,32
1,1,Field,2019-05-23 12:00:00,2019,143,,1,NA,NA,NA,0,24.638917922973633,24.610000610351563,18.450000286102295,12.289999961853027,8.450000286102295,0,0,0,1,0.8450000286102295,1,NA,Simulation,32
